Date,Close,High,Low,Open,volumefrom,Volume,conversionType,conversionSymbol
2021-01-01 00:00:00,28995.13,29031.34,28690.17,28923.63,2311.81,66768830.34,force_direct,
2021-01-01 01:00:00,29409.99,29470.0,28960.35,28995.13,5403.07,158357816.82,force_direct,
2021-01-01 02:00:00,29194.65,29465.26,29120.03,29409.99,2384.23,69842653.67,force_direct,
2021-01-01 03:00:00,29278.4,29367.0,29150.02,29194.65,1461.35,42760776.73,force_direct,
2021-01-01 04:00:00,29220.31,29395.0,29029.4,29278.4,2038.05,59614637.3,force_direct,
2021-01-01 05:00:00,29187.01,29235.28,29084.11,29220.31,1469.96,42864538.7,force_direct,
2021-01-01 06:00:00,29174.35,29270.0,29077.32,29187.01,1420.73,41446013.02,force_direct,
2021-01-01 07:00:00,29092.83,29191.98,28806.54,29174.35,2380.18,69034619.09,force_direct,
2021-01-01 08:00:00,29000.01,29178.03,28872.24,29092.83,2008.17,58274190.7,force_direct,
2021-01-01 09:00:00,29202.21,29307.73,28970.0,29000.01,2022.06,59006512.26,force_direct,
2021-01-01 10:00:00,29223.82,29344.97,29152.88,29202.21,1944.26,56881923.88,force_direct,
2021-01-01 11:00:00,29313.49,29402.57,29212.44,29223.82,2309.23,67680909.41,force_direct,
2021-01-01 12:00:00,29233.49,29600.0,29150.0,29313.49,4191.92,123253838.24,force_direct,
2021-01-01 13:00:00,29464.79,29470.0,29200.0,29233.49,2211.3,64952612.18,force_direct,
2021-01-01 14:00:00,29327.84,29530.0,29266.15,29464.79,2612.67,76824362.53,force_direct,
2021-01-01 15:00:00,29188.67,29391.0,29030.14,29327.84,2779.06,81232002.49,force_direct,
2021-01-01 16:00:00,29300.57,29360.0,29125.0,29188.67,1490.33,43610391.87,force_direct,
2021-01-01 17:00:00,29079.64,29339.76,28937.0,29300.57,2504.98,73023440.34,force_direct,
2021-01-01 18:00:00,29072.7,29259.98,28624.57,29079.64,4226.43,122480565.74,force_direct,
2021-01-01 19:00:00,29029.04,29125.32,28950.0,29072.7,1629.23,47324728.28,force_direct,
2021-01-01 20:00:00,29200.96,29279.72,28880.37,29029.04,1838.55,53590098.14,force_direct,
2021-01-01 21:00:00,29160.39,29289.82,29130.0,29200.96,1447.23,42285361.52,force_direct,
2021-01-01 22:00:00,29262.32,29326.74,29104.57,29160.39,1127.04,32972283.54,force_direct,
2021-01-01 23:00:00,29331.69,29338.89,29228.14,29262.32,971.12,28443882.37,force_direct,
2021-01-02 00:00:00,29197.48,29338.59,28946.53,29331.69,2638.16,76856531.56,force_direct,
2021-01-02 01:00:00,29359.47,29400.0,29100.0,29197.48,1892.0,55385402.79,force_direct,
2021-01-02 02:00:00,29323.82,29469.0,29320.01,29359.47,1704.83,50111457.75,force_direct,
2021-01-02 03:00:00,29351.95,29382.49,29256.85,29323.82,1158.04,33963115.17,force_direct,
2021-01-02 04:00:00,29349.63,29396.0,29220.0,29351.95,988.71,28985783.95,force_direct,
2021-01-02 05:00:00,29589.99,29590.0,29349.63,29349.63,2778.88,81957934.92,force_direct,
2021-01-02 06:00:00,29709.07,29745.0,29450.0,29589.99,3030.24,89791157.02,force_direct,
2021-01-02 07:00:00,29750.0,29820.5,29623.31,29709.07,3067.81,91222945.58,force_direct,
2021-01-02 08:00:00,29844.51,29849.11,29640.0,29750.0,2358.09,70213292.49,force_direct,
2021-01-02 09:00:00,29612.87,29899.0,29578.05,29844.51,3188.5,94891130.35,force_direct,
2021-01-02 10:00:00,29680.99,29829.0,29473.91,29612.87,2315.18,68694488.76,force_direct,
2021-01-02 11:00:00,29755.0,29780.53,29622.79,29680.99,1365.04,40570945.42,force_direct,
2021-01-02 12:00:00,30604.03,30888.0,29741.39,29755.0,12772.57,387025691.68,force_direct,
2021-01-02 13:00:00,31541.17,31561.87,30521.0,30604.03,9182.43,284862696.67,force_direct,
2021-01-02 14:00:00,31290.53,31567.89,31065.0,31541.17,6447.78,201609364.54,force_direct,
2021-01-02 15:00:00,31691.29,31800.0,31236.37,31290.53,5626.19,177435149.22,force_direct,
2021-01-02 16:00:00,32482.28,33000.0,31616.42,31691.29,15432.29,500065150.69,force_direct,
2021-01-02 17:00:00,32856.96,32935.0,32394.77,32482.28,6402.18,209101591.46,force_direct,
2021-01-02 18:00:00,32999.98,33300.0,32421.0,32856.96,7170.3,235363454.12,force_direct,
2021-01-02 19:00:00,33027.2,33220.0,32690.0,32999.98,5844.86,192991798.29,force_direct,
2021-01-02 20:00:00,30667.22,33061.37,30550.0,33027.2,15733.28,504482345.09,force_direct,
2021-01-02 21:00:00,31694.59,32005.94,30300.0,30667.22,10395.12,326513926.94,force_direct,
2021-01-02 22:00:00,32145.66,32311.92,31424.96,31694.59,3879.06,124189288.57,force_direct,
2021-01-02 23:00:00,32178.33,32246.67,31500.0,32145.66,4622.34,147557520.62,force_direct,
2021-01-03 00:00:00,32447.94,32497.8,31962.99,32178.33,3346.06,108006253.42,force_direct,
2021-01-03 01:00:00,32585.09,32790.07,32201.0,32447.94,3401.15,110773399.69,force_direct,
2021-01-03 02:00:00,32741.67,32884.09,32550.0,32585.09,2017.21,66039545.23,force_direct,
2021-01-03 03:00:00,32573.87,32756.0,32404.0,32741.67,2125.88,69347477.46,force_direct,
2021-01-03 04:00:00,33192.53,33250.0,32450.0,32573.87,3436.07,112792746.67,force_direct,
2021-01-03 05:00:00,33758.67,34180.0,33109.44,33192.53,10355.07,350167811.1,force_direct,
2021-01-03 06:00:00,33967.13,34110.05,33651.12,33758.67,4526.91,153551636.95,force_direct,
2021-01-03 07:00:00,34452.34,34778.11,33737.19,33967.13,7968.07,273877823.02,force_direct,
2021-01-03 08:00:00,34367.68,34670.41,33757.29,34452.34,6146.77,210713141.05,force_direct,
2021-01-03 09:00:00,34190.55,34588.88,33800.0,34367.68,6052.68,206713459.39,force_direct,
2021-01-03 10:00:00,33877.96,34350.0,33403.0,34190.55,6335.23,214615660.03,force_direct,
2021-01-03 11:00:00,34413.53,34450.0,33787.55,33877.96,4116.85,140535081.15,force_direct,
2021-01-03 12:00:00,34103.72,34600.0,33928.75,34413.53,4546.28,155830593.73,force_direct,
2021-01-03 13:00:00,33880.0,34385.02,33800.0,34103.72,4373.74,149031480.85,force_direct,
2021-01-03 14:00:00,33811.54,34150.0,33450.0,33880.0,5928.81,200638151.96,force_direct,
2021-01-03 15:00:00,33506.62,33873.45,32727.0,33811.54,8391.25,279582888.95,force_direct,
2021-01-03 16:00:00,32676.74,33822.69,32650.0,33506.62,7983.74,266031558.97,force_direct,
2021-01-03 17:00:00,32909.27,33333.33,32454.73,32676.74,7447.81,244812012.99,force_direct,
2021-01-03 18:00:00,32769.76,33031.57,32267.0,32909.27,4707.2,153750662.06,force_direct,
2021-01-03 19:00:00,32772.21,32930.0,32455.71,32769.76,2288.44,74825548.96,force_direct,
2021-01-03 20:00:00,33726.21,33816.0,32727.1,32772.21,5420.68,181382884.16,force_direct,
2021-01-03 21:00:00,33558.34,33861.92,33506.0,33726.21,2123.07,71508817.94,force_direct,
2021-01-03 22:00:00,33119.14,33661.1,33000.0,33558.34,2841.03,94606664.88,force_direct,
2021-01-03 23:00:00,33000.05,33600.0,32600.0,33119.14,5077.56,168463124.88,force_direct,
2021-01-04 00:00:00,32843.88,33111.44,32400.25,33000.05,4792.21,157090780.03,force_direct,
2021-01-04 01:00:00,33191.04,33327.0,32602.47,32843.88,3390.02,111723279.13,force_direct,
2021-01-04 02:00:00,33454.22,33588.0,32958.38,33191.04,3180.35,105765257.03,force_direct,
2021-01-04 03:00:00,33505.16,33510.71,33160.0,33454.22,3174.21,105885637.67,force_direct,
2021-01-04 04:00:00,33257.55,33600.0,33186.14,33505.16,3167.03,105695860.81,force_direct,
2021-01-04 05:00:00,32813.01,33315.9,32802.25,33257.55,3990.7,132098247.27,force_direct,
2021-01-04 06:00:00,33100.02,33408.0,32813.0,32813.01,4768.76,157679676.36,force_direct,
2021-01-04 07:00:00,32068.84,33148.69,31505.0,33100.02,9472.38,305928119.97,force_direct,
